X1	X2	Y	dataset
-1.5514357229169786	-8.011988713	YES	Train
1.3874245601203665	6.505167531	NO	Train
-0.7388467425308207	-3.998024096	NO	Train
2.0016213414772794	9.539129605	NO	Train
1.1289301015984061	5.228276464	NO	Train
-1.3948331249942405	-7.238415231	YES	Train
0.8691712246504453	3.94513952	NO	Train
-1.6897355417520619	-8.695151533	YES	Train
0.22771509003250304	0.776523787	NO	Train
0.2065761352103519	0.672103202	NO	Train
-1.0456455816052688	-5.513525431	YES	Train
-1.4495676934102824	-7.508788847	YES	Train
-1.2696620050196543	-6.620104549	YES	Train
0.07636075645354777	0.028875278	YES	Train
1.9226908683920179	9.149234918	NO	Train
2.2079511031233534	10.55834151	NO	Train
0.6749329345102232	2.985656137	NO	Train
-0.7517031324070413	-4.061531103	NO	Train
1.1210445538396923	5.189324041	NO	Train
1.8715249963139255	8.896489674	NO	Train
-0.6520111349617195	-3.569080233	YES	Train
1.3266576882830634	6.204996006	NO	Train
-0.6034496059911187	-3.329199723	NO	Train
0.09640486287833559	0.127887615	NO	Train
1.6022589938955973	7.566390162	NO	Train
-0.9535792687735214	-5.058743332	YES	Train
0.3165873254948091	1.215528028	NO	Train
0.4478856920653079	1.864105612	NO	Train
0.6202552601730849	2.715563562	YES	Train
1.5257424411012144	7.188419573	NO	Train
-1.2375157928898597	-6.46131116	YES	Train
0.3291501584349328	1.277584945	YES	Train
1.3044465733794852	6.095279247	NO	Train
1.7212491604185058	8.154168645	NO	Train
-0.1298934839564381	-0.989963573	YES	Train
0.05318465427588397	-0.085608251	YES	Train
-0.07884615212431206	-0.737803885	YES	Train
0.057522131143949266	-0.064182316	NO	Train
1.21376946147234	5.647359416	NO	Train
0.1661129987193241	0.472226509	NO	Train
1.6133335816969374	7.62109556	NO	Train
-0.5899069116640455	-3.262302562	NO	Train
-0.9160067041826361	-4.873145264	YES	Train
0.21089202888513817	0.693422522	NO	Train
-1.012096427699894	-5.347801898	YES	Train
1.6141198160391332	7.62497934	NO	Train
-0.8244192766885647	-4.420728726	NO	Train
0.7315700923365966	3.265428018	NO	Train
0.8247556786186424	3.725739018	YES	Train
-0.6413848651980883	-3.516589402	YES	Train
0.5683428575971436	2.459130664	YES	Train
-1.9642916634912106	-10.05138277	YES	Train
1.0486148209521455	4.831541211	NO	Train
0.0014943445098941745	-0.340944072	NO	Train
-0.3710828397436142	-2.181372223	YES	Train
-0.4234588514975462	-2.440095222	NO	Train
-0.784160089683085	-4.221859487	NO	Train
-0.4410703819301618	-2.527091307	YES	Train
0.0016667422273526531	-0.340092475	YES	Train
1.5172965917015484	7.146699415	NO	Train
-0.30668839478725834	-1.863281491	NO	Train
-2.0471618923717223	-10.46073876	YES	Train
1.3492788832516214	6.316738447	NO	Train
-0.944279681451341	-5.012805945	YES	Train
1.0826707842296317	4.999768242	NO	Train
-1.210956909448377	-6.330117628	YES	Train
0.19497812738947817	0.614812254	YES	Train
-0.2596322663702332	-1.630837243	NO	Train
0.08389790007309657	0.066106681	NO	Train
1.2353945672215005	5.754181452	NO	Train
-1.0003570757235956	-5.289812749	NO	Train
1.2103269651213322	5.630354437	NO	Train
-1.6217167171754474	-8.359157369	YES	Train
0.03680281623423122	-0.166529996	NO	Train
0.6134430442213781	2.681913101	YES	Train
-0.7576031810486225	-4.09067571	YES	Train
1.5768474549106473	7.440864194	NO	Train
0.16298427359507087	0.456771473	YES	Train
-1.8927720139913433	-9.6980955	YES	Train
0.4075916207163246	1.665064054	YES	Train
0.28298838782800495	1.049558577	NO	Train
-0.10024705198964366	-0.843518406	YES	Train
-0.5684009706897756	-3.156069167	NO	Train
0.0035090410121700875	-0.330992029	YES	Train
1.549498910416725	7.305769955	NO	Train
-1.5007606943365492	-7.7616681	YES	Train
0.8831061802302075	4.013974343	NO	Train
-0.8828369636439918	-4.709295928	YES	Train
-0.47776055274171086	-2.708330594	YES	Train
-0.7042496337465776	-3.827123956	NO	Train
0.6115833001269811	2.67272648	NO	Train
-1.7090098843932542	-8.79036145	YES	Train
-0.034600378561640166	-0.519242012	YES	Train
0.31726942991273055	1.218897435	YES	Train
-0.4259280710411159	-2.452292483	NO	Train
-0.8368945648443341	-4.482353196	YES	Train
1.609286641352797	7.601104795	NO	Train
-1.4913746821308278	-7.715303798	YES	Train
1.3221725225720475	6.182840529	NO	Train
-1.7749002281561543	-9.115841508	YES	Train
1.3998353100441745	6.5664732	NO	Train
1.1644963242037665	5.403963758	NO	Train
-0.573917782471014	-3.18332069	YES	Train
0.34175600370439846	1.339854331	YES	Train
0.5828796017580768	2.530938156	NO	Train
-0.9436797356859877	-5.009842379	YES	Train
-0.5666038908356859	-3.14719209	NO	Train
-1.3532427603561386	-7.032970343	YES	Train
-1.4008908330779875	-7.268338632	YES	Train
-1.1836564947770472	-6.195261137	YES	Train
-0.4133751645681803	-2.3902846	YES	Train
1.2755082568023783	5.952331974	NO	Train
-0.7229548321460353	-3.919522458	NO	Train
0.629168510461196	2.759592551	NO	Train
-1.602688776196298	-8.265164608	YES	Train
-0.6071639570499342	-3.347547589	YES	Train
-1.7561031302748733	-9.022989048	YES	Train
-2.1433991719309664	-10.93612428	YES	Train
-1.5939120722239015	-8.22181012	YES	Train
0.6279565218963238	2.753605663	NO	Train
-0.56134136334445	-3.121196661	YES	Train
-0.11487594746837451	-0.9157811	YES	Train
-1.0606180671882146	-5.587485365	YES	Train
1.7851808583909352	8.469973535	NO	Train
0.3655705902442784	1.457491796	NO	Train
-0.8741780458267207	-4.666523271	YES	Train
-1.7035265206402137	-8.763275151	YES	Train
0.44797986778804666	1.864570814	NO	Train
0.30529270066673525	1.159735708	NO	Train
0.6200478329622885	2.714538929	NO	Train
-0.3002254992203927	-1.831356576	NO	Train
0.16086059386011492	0.446281083	YES	Train
-0.8030521372171135	-4.315180972	NO	Train
-0.4808701682930825	-2.723691234	YES	Train
1.2416089948162	5.784879004	YES	Train
-1.013697007676178	-5.35570832	YES	Train
0.06189219263150525	-0.042595422	NO	Train
0.581189848970985	2.522591245	NO	Train
-0.5024556161518883	-2.830317371	YES	Train
-1.3322278788835387	-6.929162646	YES	Train
1.4433871947228822	6.781607454	NO	Train
-2.0735322547225934	-10.59100105	YES	Train
0.551931446643231	2.378062837	YES	Train
-0.22013360801544837	-1.435724805	NO	Train
-0.09398699936858548	-0.812595479	YES	Train
1.5050890776605468	7.086397675	NO	Train
-0.045651998476721564	-0.573833955	YES	Train
0.9140064039141449	4.166612894	NO	Train
-0.936457728147005	-4.974167661	NO	Train
1.8276572674178035	8.679795237	NO	Train
-0.6226825467170998	-3.424205126	NO	Train
1.6578480338785047	7.840984631	NO	Train
-1.6794144332185306	-8.644168114	YES	Train
-0.9870378880508844	-5.224019649	YES	Train
1.2532046755835937	5.842158457	NO	Train
-0.818385335321266	-4.390922726	YES	Train
0.8878346211122752	4.037331532	NO	Train
-0.7865201393438392	-4.233517479	NO	Train
-2.0142403005565854	-10.29811521	YES	Train
1.5337478905182171	7.227964277	NO	Train
-0.4396009659841754	-2.519832799	NO	Train
-1.3861119951887257	-7.195335264	YES	Train
-1.3875003130678927	-7.20219317	YES	Train
-0.2118497656700001	-1.394804917	YES	Train
0.430871655843662	1.780060983	YES	Train
-0.9609595228321033	-5.095199744	YES	Train
0.04453019885442448	-0.128358865	NO	Train
0.39773919694885257	1.616395808	YES	Train
-0.51734330204358	-2.903858418	NO	Train
-0.7113627831611057	-3.862260945	NO	Train
-1.0268277457197719	-5.420570531	YES	Train
1.7187055634276398	8.14160398	NO	Train
-1.6459484274948593	-8.47885531	YES	Train
-0.061359807046881765	-0.651426181	NO	Train
0.14940261271193028	0.389681828	YES	Train
1.831791984745545	8.700219596	NO	Train
-0.13352006936832023	-1.007877901	NO	Train
-0.06621598383192014	-0.67541435	NO	Train
-1.0923863478156959	-5.744411877	YES	Train
0.4804989396784562	2.025206027	YES	Train
0.6083377360666742	2.656694292	NO	Train
-0.6117994799720533	-3.370445789	NO	Train
-0.13902956272325628	-1.035093273	YES	Train
-0.7991780357082682	-4.296043983	YES	Train
-1.795416174989423	-9.217184606	YES	Train
-1.522750828840691	-7.870293277	YES	Train
1.1455902250726018	5.310572862	NO	Train
0.7383408776265419	3.298873823	NO	Train
0.6056051977187309	2.643196309	NO	Train
-0.6307504885024303	-3.464058525	NO	Train
0.3196108070696299	1.23046319	NO	Train
1.1758143926532603	5.459871883	NO	Train
0.18855601204306657	0.583088782	YES	Train
1.4579109276283782	6.853350674	NO	Train
-1.882501995162869	-9.64736445	YES	Train
0.11491374319155137	0.21931636	NO	Train
0.8831256124932366	4.014070333	NO	Train
-0.6677719756534773	-3.646934423	YES	Train
-0.5336791520830678	-2.984552995	NO	Train
0.39735769297913953	1.614511284	YES	Train
1.0471835893321573	4.824471323	NO	Train
-0.5432087099845874	-3.031626373	NO	Train
0.6697191010432368	2.959901243	YES	Train
0.06396198189716844	-0.032371236	YES	Train
1.2187986611110828	5.67220227	NO	Train
0.47163023581375135	1.981397085	NO	Train
0.02991546105164886	-0.200551624	NO	Train
-1.5847794798872727	-8.176697642	YES	Train
-1.657923604629586	-8.53800937	YES	Train
-0.36072802527269565	-2.130222306	NO	Train
1.6940500253092934	8.019812447	NO	Train
-0.8856646071189821	-4.723263704	YES	Train
0.05978640924354967	-0.052997409	NO	Train
-1.2909787323543824	-6.725403281	YES	Train
0.7632819357933692	3.422075746	NO	Train
1.2149771951429074	5.653325286	NO	Train
1.644496648854968	7.775032485	NO	Train
0.798322410313514	3.59516599	YES	Train
-1.3859065919779894	-7.194320629	YES	Train
0.4409013203125331	1.829604749	YES	Train
1.203738698966229	5.597810226	NO	Train
-1.6493055131892018	-8.495438384	YES	Train
-1.245900984436955	-6.502731685	YES	Train
-0.4746607266053126	-2.693018311	YES	Train
-1.4887630886170398	-7.702403249	YES	Train
-1.1689847914338733	-6.122786984	YES	Train
0.6964468437447816	3.091928893	NO	Train
0.47280337523804294	1.987192069	YES	Train
-0.4508809875647665	-2.575552983	NO	Train
0.4905830823013744	2.0750189	YES	Train
0.5610738336582861	2.423223698	YES	Train
0.7306809400813646	3.261035852	NO	Train
1.049523906308189	4.836031841	NO	Train
1.416159474611021	6.647110054	NO	Train
0.04818415320890715	-0.110309342	NO	Train
1.4235937576081936	6.683833354	NO	Train
0.5086416634942059	2.164223292	YES	Train
-1.6261360794014137	-8.380987795	YES	Train
1.3658283578127517	6.39848827	NO	Train
1.2776052344337214	5.962690463	NO	Train
-0.6807224517737384	-3.71090619	NO	Train
-1.0818041784990626	-5.69213889	YES	Train
1.1716685487910818	5.439392562	NO	Train
-0.3966504099418363	-2.307668942	NO	Train
1.5870672563501538	7.491347184	NO	Train
-0.5910877855298549	-3.268135752	YES	Train
1.6028339303647492	7.569230189	NO	Train
0.8964930210867624	4.080101631	NO	Train
0.7730127288582921	3.47014317	NO	Train
0.4719669150043787	1.983060187	NO	Train
-1.0603544372328018	-5.586183106	YES	Train
0.9354188797318105	4.272384597	NO	Train
0.04277629834308449	-0.137022648	NO	Train
1.1439384225902969	5.302413415	YES	Train
0.42033539739936543	1.728014783	YES	Train
0.8685869925186849	3.942253575	YES	Train
-0.35301659577319994	-2.092129979	YES	Train
-1.0321953262639354	-5.447084893	YES	Train
-0.753580645513368	-4.070805498	YES	Train
-0.13244355155281717	-1.002560201	YES	Train
0.9848323260775624	4.516473343	NO	Train
-0.5963692644879464	-3.294224796	YES	Train
1.6839209945434146	7.969777839	NO	Train
1.1524422960917047	5.344420196	NO	Train
1.5787949267956052	7.450484166	NO	Train
-1.3278686570722396	-6.907629297	YES	Train
1.7333614482730448	8.213999994	NO	Train
-1.203995785557064	-6.295731603	YES	Train
-0.6999430266245774	-3.805850509	YES	Train
1.189215958828916	5.52607191	NO	Train
1.826089409518106	8.672050453	NO	Train
-0.41492422100942855	-2.39793651	YES	Train
-0.7456800926627907	-4.031778954	YES	Train
1.4294213787093177	6.712620189	NO	Train
-1.1803945227122525	-6.179147898	YES	Train
1.2195793052614743	5.676058436	NO	Train
-0.825643427068561	-4.42677569	YES	Train
-1.0242574571521987	-5.407874017	YES	Train
0.8487486559243683	3.844257684	YES	Train
-1.11247009229167	-5.843620015	YES	Train
1.1376823222150052	5.271510011	NO	Train
-1.6006052199648333	-8.254872417	YES	Train
-1.0108189577327984	-5.34149155	YES	Train
-0.013761787737200298	-0.416305142	YES	Train
1.695908909234031	8.028994819	NO	Train
0.6602801636044986	2.913275505	YES	Train
-1.4799287621848416	-7.658764122	YES	Train
1.163299998864804	5.398054242	NO	Train
1.7688695311831415	8.389400094	NO	Train
-0.16181376480207277	-1.147640924	NO	Train
0.251084602643592	0.89196271	NO	Train
0.38261356290527065	1.541679363	NO	Train
-0.1863417247185936	-1.268802256	NO	Train
1.2067502606423166	5.612686507	NO	Train
0.4906236651423467	2.075219368	YES	Train
-0.9892631643697716	-5.235011898	YES	Train
-0.3323225241808943	-1.989906994	NO	Train
-1.0747464360355687	-5.657275596	YES	Train
1.7980443492723677	8.533515619	NO	Train
-1.4856991960732264	-7.687268468	YES	Train
0.7805382746619335	3.507317283	YES	Train
-0.9540179129897792	-5.060910113	NO	Train
-0.6886240439538123	-3.749937868	YES	Train
-1.269309052447468	-6.618361061	YES	Train
0.4419910376531328	1.834987651	YES	Train
0.5255152973136056	2.247574372	YES	Train
-1.2044223687735638	-6.297838806	YES	Train
-0.608535433701956	-3.354322304	YES	Train
1.1928766477713162	5.5441547	NO	Train
1.09903587558385	5.080607263	NO	Train
-0.6206673574746612	-3.414250649	NO	Train
0.5789742711712895	2.511646904	NO	Train
-0.20752553934203594	-1.373444436	NO	Train
0.07718614825319683	0.032952485	YES	Train
1.4606733101588434	6.866996079	NO	Train
0.07329572234778794	0.013734858	NO	Train
0.19241612207960224	0.602156657	NO	Train
0.5087619750944955	2.164817598	NO	Train
0.12586237191013774	0.273399555	YES	Train
0.62195879693098	2.723978562	NO	Train
0.2571956327437245	0.922149507	YES	Train
-1.4197583701291923	-7.361539042	YES	Train
-0.2926104763378807	-1.793740471	NO	Train
0.37567619115469075	1.507410667	YES	Train
0.6758292276514442	2.990083577	NO	Train
-0.47745259398642276	-2.706809363	NO	Train
0.3833748432175201	1.545439877	YES	Train
-0.881928109272552	-4.704806439	YES	Train
0.018828044798637818	-0.255320391	NO	Train
-0.515883079325312	-2.896645322	YES	Train
-0.8816297182598963	-4.70333247	YES	Train
-1.4136013825954095	-7.331125228	YES	Train
-0.5418556857836034	-3.024942808	NO	Train
0.4932724283503764	2.088303525	NO	Train
-0.5678488834767528	-3.153342009	NO	Train
-1.9735421616252968	-10.09707767	YES	Train
1.7616130808233728	8.353555238	NO	Train
